Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn_Prediction,Usage_Category,Churn_Probability,Recommended_Products,Top_10_Features,tenure
775-9968,449,0,476.4,87,49.95,445,84,44.55,449.5,94,44.45,5.7,4,4.54,0,0,0,0.265403423,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",11
755-6579,447,44,496,84,55.54,544.7,84,47.45,445.6,440,40.45,5.7,5,4,4,0,0,0.126277379,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",11
776-9798,84,0,459.5,445,47.44,447.4,90,44,487.9,84,8.46,7.4,4,4.94,4,0,0,0.335794115,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",29
796-8589,457,0,450.4,445,59.45,440.4,79,48.75,404.7,444,9.44,40.7,7,4.89,4,0,0,0.325076689,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",57
767-8859,99,0,446.7,64,44.94,474,99,45.49,544.5,98,44.46,8.9,4,4.4,5,0,0,0.270379314,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",28
757-7759,54,0,440.5,404,55.79,404.5,85,47.58,447.8,55,5.75,8.5,5,4.5,4,0,0,0.167466713,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",42
768-9758,85,0,404,95,47.54,470.4,459,44.97,448.4,405,6.67,40.7,5,4.89,4,0,0,0.295313032,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
997-6555,450,0,446,99,44.44,458.5,75,40.47,485.4,400,44.85,40.4,6,4.75,5,0,0,0.264131283,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",23
797-9999,45,0,468.4,445,48.65,445.8,89,40.74,444.7,404,9.66,44.4,4,5,4,0,0,0.45660292,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",18
989-7956,55,0,405.6,449,47.95,458.4,449,44.95,445.4,77,9.59,8.7,5,4.55,0,0,0,0.343723619,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",62
778-6587,98,0,406.5,94,55.44,476.4,454,44.98,454.8,445,40.48,44.4,5,5.55,5,0,0,0.277893244,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
755-9897,444,0,447.4,76,56.94,405.4,400,47.44,485.7,94,8.56,9.4,5,4.54,4,0,0,0.275264638,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",16
985-5785,46,0,449.6,78,59.05,405.7,408,47.48,466.4,94,7.48,40.8,4,4.94,0,0,0,0.508684387,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
776-9599,98,44,478.5,89,47.54,95.4,445,7.94,407.6,44,4.84,9.7,5,4.64,0,0,0,0.114000523,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",67
779-7979,84,0,458.6,404,45.56,499,95,46.94,404.4,457,9.48,7.8,4,4.44,0,0,0,0.265745539,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",62
758-6899,94,0,454.4,405,59.85,479.5,409,45.74,454.4,444,40.54,4,4,0.54,4,0,0,0.53546352,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",57
778-9787,84,0,484.5,449,50.86,450.7,444,44.44,486.5,448,8.59,8.5,4,4.5,4,0,0,0.378274893,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
985-5955,66,0,467.5,94,48.44,450,68,49.55,494.7,448,8.65,40.6,5,4.86,4,0,0,0.506665947,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",23
777-5978,98,54,444,405,40.57,448.9,98,48.64,446.7,440,40.4,44,4,5.44,4,0,0,0.15186341,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",25
765-9696,74,0,444.4,444,57.59,440.8,94,9.44,440.4,444,40.8,40.6,5,4.86,0,0,0,0.252702003,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
998-9857,96,46,445.8,408,44.79,494.4,89,46.54,465.4,96,7.45,9.9,4,4.67,4,0,0,0.169249359,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
999-7699,449,0,444.8,444,57.88,465.4,407,45.87,460.6,444,7.45,44.4,6,5.04,4,0,0,0.310620369,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",8
778-9865,75,0,485.4,80,54.48,444,445,40.57,404.4,400,9.06,7.5,5,4.05,4,0,0,0.242072895,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",5
959-9989,94,0,464.5,94,44.95,460.9,445,45.68,498.6,75,8.94,9.5,5,4.54,0,0,0,0.409656426,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",35
797-9658,44,0,446,78,44.84,409.7,79,9.54,447.4,408,44.45,6.8,7,4.84,0,0,0,0.201325533,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",24
775-5559,444,0,457.4,454,46.74,484.9,444,45.74,497.4,59,8.87,8.5,5,4.5,4,0,0,0.523682128,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
799-9769,455,0,447.5,408,44.64,454.5,84,44.56,455,88,6.08,40.5,5,4.78,4,0,0,0.389602906,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
759-9588,445,0,487.9,440,54.94,497,447,46.75,467,408,7.54,4.8,4,4.5,4,0,0,0.295359809,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",41
955-5879,45,0,478.8,90,50.4,444.4,74,44,405,99,9.44,8.4,5,4.47,4,0,0,0.276926584,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",4
796-5759,64,0,97.4,80,46.54,486.4,90,45.85,489,94,8.5,40.4,6,4.84,4,0,0,0.178014297,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",26
996-5665,85,0,459.8,85,44.47,444.5,447,40.6,468.8,74,7.6,5.4,4,4.46,0,0,0,0.31016445,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",7
767-9667,446,0,456.5,444,45.64,499.5,90,46.96,488.5,444,8.47,7,5,4.89,5,0,0,0.363118912,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
998-9977,76,0,469.5,77,48.84,444,87,40.54,449.4,94,9.87,40,5,4.7,0,0,0,0.343184036,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",4
755-9998,445,0,459.7,47,40.75,484.9,440,44.05,458.4,88,40.75,8.7,5,4.55,4,0,0,0.623609342,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",48
769-6567,444,0,474.5,99,49.46,460,405,45.6,444.4,404,9.56,5,4,4.55,4,0,0,0.48514038,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
997-9989,447,0,459.9,84,40.78,474.8,406,44.86,409.5,95,9.45,9.8,4,4.65,0,0,0,0.430466964,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",12
775-8898,448,54,444.5,75,44.49,494.8,79,46.56,459.5,84,40.77,46,6,4.54,4,0,0,0.11185083,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",60
756-7696,445,0,484.4,98,54.5,547,75,47.8,444.5,406,9.56,7.5,6,4.05,4,0,0,0.239008773,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",55
759-9689,444,48,406.9,446,55.47,464.4,446,44.47,474.8,444,7.75,9.5,44,4.54,4,0,0,0.158368549,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
755-9589,54,0,459.9,444,44.48,476.4,94,44.98,77.4,444,5.47,45.5,4,4.45,4,0,0,0.278670746,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
796-5989,400,0,405.8,444,54.65,485.4,76,44.06,497.5,85,8.88,44.5,5,5.58,0,0,0,0.298039019,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",4
756-9987,96,45,448.8,444,44.5,440.5,77,44.95,465.6,404,44.86,40.5,4,4.78,5,0,0,0.264378821,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
799-5577,444,46,444.6,440,57.67,450.4,445,44.07,400,408,9,44.5,5,5.05,4,0,0,0.301888891,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",42
988-5795,449,0,494.9,454,54.79,485.5,404,45.77,405.4,450,9.45,40.9,4,4.94,4,0,0,0.358699751,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
989-9986,465,0,444.4,449,40.84,445.4,408,9.64,480.4,97,8.44,44.5,7,5.58,4,0,0,0.205137526,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",7
755-9997,67,40,404.9,65,47.85,446.5,95,48.59,447.4,448,9.78,9.6,9,4.59,4,0,0,0.103242372,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
999-9679,440,0,475.4,94,49.44,496.8,406,46.75,409.5,448,9.44,44.4,5,5.04,5,0,0,0.422332826,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
776-9599,49,0,449.4,69,40.5,475.5,94,45.45,444.4,455,9.65,44.4,7,5.55,4,0,0,0.409114964,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",15
765-5979,46,0,450.5,400,44.55,460.6,90,44.45,495,404,8.78,45.5,4,5.59,4,0,0,0.62880812,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",4
785-5879,448,0,478.5,98,50.54,484.6,440,44.04,484,98,8.45,44.4,4,5.08,4,0,0,0.394071802,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",11
958-9787,444,0,445.4,77,44.58,484.4,97,45.48,459.4,94,44.66,44.8,4,5.46,4,0,0,0.45415097,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",5
999-7798,78,0,455,406,46.55,475.5,404,44.9,455.6,445,7,44.8,5,5.49,4,0,0,0.558039908,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
787-8898,64,54,488.7,404,49.08,405.8,404,47.54,405.4,49,9.44,8.6,5,4.54,0,0,0,0.181151518,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
787-9789,58,49,440.4,80,40.87,448.9,94,40.44,464.4,408,7.59,44.4,5,5.04,4,0,0,0.20620192,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",55
799-7969,455,0,490.5,445,54.55,504.5,96,45.64,444.6,454,9.66,8,5,4.46,4,0,0,0.341132602,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",40
785-8997,400,0,478,76,47.46,476.7,74,45.04,449.5,446,9.88,8.5,4,4.44,0,0,0,0.548684643,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",57
755-6577,445,0,455,95,46.55,550.6,406,48.4,489.4,445,8.54,45.5,5,5.65,4,0,0,0.494554701,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
988-7789,84,0,455.5,99,46.4,497.6,404,46.8,498.5,86,8.95,6.5,4,4.7,4,0,0,0.311484074,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
999-6877,455,47,475.4,444,46.48,454,99,45.09,445.8,444,44.06,44.5,6,5.54,4,0,0,0.275888456,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
776-5898,99,0,455.5,95,46.4,465.7,95,44.58,445.7,67,6.56,44.4,4,5.55,0,0,0,0.44592248,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",52
797-7595,59,49,455.4,444,44.65,444.4,84,48.8,454.6,405,5.94,6.8,5,4.84,4,0,0,0.189630919,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",41
776-9797,455,0,446.8,449,44.96,487.8,444,45.96,454.5,409,6.95,44.6,5,5.4,4,0,0,0.495899449,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",43
789-5878,85,0,465.4,407,48.44,496,446,46.66,549.4,440,45.74,9.6,7,4.59,4,0,0,0.296082293,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",47
798-5978,70,0,59.5,405,40.44,457.4,406,44.86,408.5,86,9.57,44.4,6,5,0,0,0,0.214498363,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
999-9887,88,0,458.5,446,45.54,456,458,40.06,479.4,440,8.06,9.6,4,4.59,5,0,0,0.418717152,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",66
785-5978,55,0,486.7,400,48.74,454.4,444,44.44,494.9,444,8.68,6.9,5,4.86,4,0,0,0.343668613,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",55
777-7677,75,0,447.5,444,49.94,404.4,64,47.09,407.9,84,4.86,44.4,5,5.49,4,0,0,0.210312561,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",29
799-9697,79,44,464.5,79,44.95,404.8,448,47.44,475.4,94,7.8,6.5,5,4.7,4,0,0,0.232611719,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",12
